Term,es,nes,pval,fdr,geneset_size,matched_size,genes
HALLMARK_APICAL_JUNCTION,0.296058546,1.102159734,0.282608696,0.545324675,200,49,"CDH11,SLIT2,ICAM2,ITGB4,MDK,ITGB1,MMP2,NECTIN1,CLDN7,AMIGO2,B4GALT1,CDH1,SORBS3,MAP3K20,RRAS,GNAI1,CTNND1,CRAT,DLG1,MPZL1,STX4,ARPC2,YWHAH,MAPK14,EXOC4,CAP1,SYMPK,HRAS,SRC,SHC1,GTF2F1,LAMB3,EPB41L2,MYH10,GAMT,MVD,ITGA2,WASL,DHX16,FLNC,TRO,LAMA3,PTPRC,MSN,NFASC,DSC3,RASA1,TRAF1,PECAM1"
HALLMARK_P53_PATHWAY,0.245899821,1.093887494,0.25,0.533903743,200,59,"TRIAP1,RCHY1,S100A4,ITGB4,RXRA,ST14,SERPINB5,TPD52L1,FDXR,CTSD,EPS8L2,EPHX1,GM2A,NDRG1,DGKA,HMOX1,SLC3A2,TAP1,RETSAT,KIF13B,EI24,TM7SF3,APP,RPL36,CCNK,RAP2B,HSPA4L,RACK1,HRAS,NOL8,SFN,CDKN2AIP,TPRKB,TXNIP,SEC61A1,RB1,HINT1,WRAP73,ELP1,HDAC3,RPS12,CCP110,RAD51C,JUN,TGFB1,CTSF,SP1,ZFP36L1,ABCC5,ERCC5,AK1,PCNA,UPP1,GPX2,TCHH,TCN2,TP63,IRAG2,CLCA2"
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.276994353,1.051888196,0.409090909,0.578528139,113,45,"CNOT4,ATP6V0D1,SLC7A5,DNAJC3,SPCS3,SRPRB,SEC11A,ERO1A,PDIA6,SRPRA,GOSR2,HSPA9,HSPA5,CALR,HSP90B1,SSR1,LSM4,IARS1,EXOSC10,EXOSC2,XPOT,EDC4,FUS,RPS14,EXOSC1,LSM1,EIF4A1,EXOSC9,EIF2S1,PAIP1,EXOSC4,EIF4G1,SHC1,EIF4E,CNOT2,NFYB,EEF2,YWHAZ,ARFGAP1,EIF4EBP1,KHSRP,TARS1,KIF5B,DCTN1,GEMIN4"
HALLMARK_FATTY_ACID_METABOLISM,0.250451348,1.044548056,0.434782609,0.562296651,158,57,"ADH1C,ADH7,ACSM3,CA2,ACADVL,ACADS,EPHX1,HAO2,ECI1,REEP6,ACAA2,HSD17B4,CPT2,ACOX1,RETSAT,ME1,PCBD1,DECR1,ECHS1,EHHADH,HADHB,CRAT,ACAA1,SUCLA2,SUCLG1,SERINC1,ERP29,MCEE,IDH3G,PDHB,DHCR24,ETFDH,DLD,SDHA,PDHA1,YWHAH,MIX23,NBN,METAP1,AUH,UROD,IDI1,RAP1GDS1,GLUL,ACAT2,APEX1,ADSL,ENO2,NCAPH2,HSPH1,ALAD,NTHL1,HSP90AA1,HMGCS1,LGALS1,ACADL,GAPDHS"
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.274990338,1.026896931,0.404255319,0.551064935,105,33,"CDKN1B,MAP2K6,CAB39L,RALB,CALR,HSP90B1,CLTC,ARPC3,ACTR3,ACTR2,UBE2D3,HRAS,SFN,GRB2,EIF4E,TRAF2,CSNK2B,PAK4,PRKAG1,RPTOR,YWHAB,GSK3B,ARHGDIA,UBE2N,CDK1,MAPK1,CFL1,PIN1,PTPN11,CDK2,PIKFYVE,MAP2K3,SMAD2"
HALLMARK_BILE_ACID_METABOLISM,0.279104455,0.946517505,0.540540541,0.659245516,112,22,"PIPOX,RXRA,PECR,FDXR,SCP2,PRDX5,SLC35B2,HSD17B4,RETSAT,PHYH,ABCD3,DHCR24,GNPAT,PEX1,GCLM,IDI1,PFKM,BCAR3,ABCD1,EPHX2,PNPLA8,AR"
HALLMARK_GLYCOLYSIS,0.214317624,0.946077415,0.592592593,0.630507674,200,66,"PGAM2,B3GNT3,PKP2,ALDH7A1,ECD,B4GALT1,GYS2,NDUFV3,PAM,SRD5A3,MET,VLDLR,CYB5A,CLN6,ME1,XYLT2,SLC25A13,ALG1,HS2ST1,SLC25A10,B3GALT6,ERO1A,FUT8,AK3,HSPA5,DLD,RARS1,PSMC4,HK2,KIF2A,GMPPB,TALDO1,PKM,CASP6,UGP2,PGAM1,HAX1,TPI1,SAP30,AGL,DPYSL4,AKR1A1,ANKZF1,PPP2CB,HMMR,FKBP4,GLCE,MED24,ENO1,ARPP19,MPI,KIF20A,PGK1,IRS2,CDK1,GALE,TPBG,ENO2,BPNT1,PDK3,NOL3,NASP,NT5E,PLOD2,STMN1,GAPDHS"
HALLMARK_ANDROGEN_RESPONSE,0.244536742,0.925750034,0.538461538,0.634217956,101,38,"KRT8,CCND1,ALDH1A3,ADAMTS1,B4GALT1,ITGAV,CAMKK2,NDRG1,B2M,ABCC4,SEC24D,SPCS3,ACSL3,SLC38A2,IQGAP2,DHCR24,LMAN1,XRCC5,SRP19,XRCC6,PA2G4,STK39,AKAP12,UBE2I,ADRM1,SORD,IDI1,NGLY1,PDLIM5,TPD52,UAP1,ANKH,FKBP5,PTK2B,HMGCS1,INPP4B,ZBTB10,LIFR"
HALLMARK_TGF_BETA_SIGNALING,0.298195648,0.908560875,0.52173913,0.636493506,54,15,"TGFBR1,ID3,CDH1,SMAD3,HIPK2,HDAC1,NCOR2,UBE2D3,SLC20A1,THBS1,TGFB1,TRIM33,PPM1A,BCAR3,FKBP1A"
HALLMARK_UV_RESPONSE_UP,0.203444119,0.830309239,0.693877551,0.729350649,158,53,"ALAS1,IGFBP2,EPCAM,CA2,TMBIM6,SOD2,EPHX1,CREG1,TST,HMOX1,TAP1,TFRC,SIGMAR1,CYB5B,ACAA1,SLC25A4,SPR,HSPA13,RPN1,BSG,GLS,AP2S1,CNP,CDC5L,NXF1,YKT6,PRKACA,EIF2S3,RXRB,PRPF3,BID,PSMC3,STIP1,PPAT,PPP1R2,GGH,UROD,TARS1,DNAJA1,ABCB1,FKBP4,CDC34,DNAJB1,EIF5,PDAP1,POLE3,ENO2,APOM,FEN1,RFC4,CDK2,ARRB2,TCHH"
HALLMARK_IL2_STAT5_SIGNALING,0.206888222,0.822239697,0.75,0.714805195,199,47,"SPP1,SNX14,ANXA4,CA2,MUC1,AHR,ITGAV,MYO1C,GALM,ALCAM,PTRH2,NDRG1,CKAP4,PIM1,IGF2R,HIPK2,SLC29A2,BCL2L1,SYNGR2,SLC1A5,UMPS,HK2,LCLAT1,NCS1,AHCY,PDCD2L,GPX4,PLIN2,ABCB1,PNP,HUWE1,COL6A1,RNH1,UCK2,SWAP70,PLSCR1,TWSG1,SH3BGRL2,DCPS,PRNP,ENPP1,IL2RB,NT5E,MAFF,EEF1AKMT1,TRAF1,TNFRSF8"
HALLMARK_MTORC1_SIGNALING,-0.129929275,-0.579704176,0.959183673,0.961616162,200,81,"FDXR,CTSC,SLC7A5,CD9,VLDLR,RAB1A,ME1,LDLR,ACSL3,TFRC,SEC11A,CYB5B,HSPE1,SLC1A5,ERO1A,RPN1,CANX,FKBP2,DHCR24,HSPA9,HSPA5,M6PR,CALR,HSP90B1,CYP51A1,SSR1,YKT6,ACTR3,ACTR2,COPS5,UBE2D3,PSMD13,PSMC2,PSMC4,HK2,PSMA4,EPRS1,PSMA3,PSMD14,EEF1E1,DDX39A,ARPC5L,QDPR,PSMC6,STIP1,HMBS,EIF2S2,UCHL5,PPA1,TPI1,NUFIP1,PSMG1,NFYC,ABCF2,SORD,GSK3B,IDI1,CCT6A,GPI,PNP,DHFR,HSPA4,PDAP1,ENO1,PITPNB,PGK1,RPA1,GMPS,ACLY,TCEA1,HPRT1,PSME3,CACYBP,NAMPT,PHGDH,MAP2K3,HMGCS1,MCM4,MCM2,PLOD2,RRM2"
HALLMARK_MYC_TARGETS_V2,-0.214924307,-0.667144138,0.872340426,0.964278075,58,22,"SLC29A2,HSPE1,UTP20,WDR43,TCOF1,WDR74,MRTO4,GRWD1,SUPV3L1,HK2,NOP16,FARSA,PA2G4,AIMP2,CBX3,PRMT3,SORD,IPO4,SLC19A1,SRM,MCM5,MCM4"
HALLMARK_ALLOGRAFT_REJECTION,-0.227956379,-0.84121849,0.7,0.81,200,38,"IL16,BCL3,LY75,HCLS1,TGFB2,TIMP1,GALNT1,HLA-A,B2M,TAP1,BCL10,TAPBP,RPS19,RPL9,RARS1,RPS3A,EIF5A,EIF3J,ABCE1,TRAF2,TAP2,CSK,AARS1,DARS1,EIF3A,EIF3D,TPD52,UBE2N,TGFB1,EIF4G3,ITGAL,PTPRC,IL2RB,PTPN6,APBB1,HLA-DOA,CD74,HLA-DQA1"
HALLMARK_PEROXISOME,-0.229422429,-0.855884353,0.677419355,0.843636364,104,42,"CRABP2,STS,SOD2,HAO2,SCP2,PRDX5,SLC35B2,NUDT19,MVP,HSD17B4,CLN6,ACOX1,RETSAT,BCL10,EHHADH,ABCD3,CRAT,ACAA1,SLC25A4,DHCR24,PABPC1,PEX5,YWHAH,GNPAT,VPS4B,HRAS,MSH2,ERCC3,FIS1,IDI1,ABCB1,TOP2A,FDPS,CNBP,CTPS1,ABCC5,CTBP1,ABCD1,EPHX2,SMARCC1,FABP6,CRABP1"
HALLMARK_HEME_METABOLISM,-0.223477943,-0.869576204,0.666666667,0.872207792,200,44,"ABCG2,TAL1,PDZK1IP1,DCAF11,CA2,ATP6V0A1,BLVRB,YPEL5,LAMP2,ENDOD1,NUDT4,TFRC,ALDH6A1,NEK7,SLC30A1,BSG,PICALM,USP15,RANBP10,HDGF,NNT,HTRA2,TOP1,GAPVD1,HMBS,DAAM1,GCLM,UROD,PSMD9,BPGM,MARK3,DCUN1D1,GMPS,TCEA1,PRDX2,ALAD,ADD1,ARHGEF12,MKRN1,MAP2K3,IGSF3,ADD2,SELENBP1,CTSE"
HALLMARK_G2M_CHECKPOINT,-0.200753552,-0.887851762,0.68852459,0.897342657,200,96,"CDKN1B,BCL3,CCND1,FBXO5,RASAL2,SLC7A5,SMAD3,MAP3K20,SRSF10,SRSF1,SNRPD1,SYNCRIP,RBM14,KPNB1,NCL,PURA,PDS5B,MAD2L1,LIG3,MAPK14,UPF1,BUB3,CUL4A,RAD23B,GSPT1,NUP50,G3BP1,TOP1,HSPA8,TMPO,RAD21,EWSR1,TLE3,DDX39A,NUMA1,XPO1,HMGA1,CUL1,MTF2,GINS2,SMC1A,AURKB,MNAT1,STAG1,CUL3,KIF2C,SRSF2,CTCF,PAFAH1B1,SAP30,PRMT5,KPNA2,POLE,NSD2,RACGAP1,TACC3,KATNA1,CCNA2,MARCKS,KIF5B,HMGB3,HMGN2,DTYMK,HMMR,UBE2C,NDC80,EZH2,JPT1,POLA2,DR1,TOP2A,SMC4,CDK1,UCK2,TGFB1,UBE2S,KIF11,RPA2,SS18,TPX2,WRN,NASP,MCM5,BARD1,TTK,PBK,SMC2,CKS2,MCM2,MCM3,KIF4A,CDC45,MCM6,STMN1,SMARCC1,CASP8AP2"
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.2522914,-0.904257562,0.679245283,0.925454545,200,33,"BCL3,CCND1,F3,PANX1,B4GALT1,SOD2,B4GALT5,TANK,SMAD3,TAP1,MCL1,LDLR,RELA,NFKBIE,LAMB3,MARCKS,TNC,PDLIM5,PHLDA2,EIF1,IRS2,JUN,FOSL1,FOSL2,NAMPT,PNRC1,MAP2K3,EFNA1,SERPINB2,MAFF,STAT5A,TRAF1,ZBTB10"
HALLMARK_DNA_REPAIR,-0.231688875,-0.974008619,0.5,0.827107438,150,74,"HCLS1,GSDME,TMED2,POLA1,NME4,NFX1,DAD1,BCAP31,SURF1,AK3,RAE1,CSTF3,POLR1C,DDB1,POLR2F,POLR2E,ALYREF,SRSF6,GTF2B,UMPS,PRIM1,SF3A3,TSG101,POLD1,GTF3C5,RNMT,NCBP2,APRT,GUK1,RFC5,UPF3B,SEC61A1,CETN2,DCTN4,POLR2A,POLR2I,GTF2F1,NELFCD,ADRM1,POLB,EIF1B,POLR2C,ERCC3,GPX4,TARBP2,RFC3,POLR2K,PNP,GMPR2,POLA2,IMPDH2,SSRP1,SUPT5H,GTF2A2,POLD3,TAF10,SUPT4H1,EDF1,RPA3,POLR3C,FEN1,RFC2,RFC4,HPRT1,POLE4,ERCC5,ITPA,RPA2,AK1,TAF13,CMPK2,PCNA,USP11,DUT"
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.299312297,-0.978233653,0.5,0.900363636,74,23,"ANXA13,MAL2,ETHE1,ALCAM,S100A11,CD9,LDLR,GNAI1,CYP51A1,PCYT2,IDI1,ACAT2,MVD,FDPS,ATXN2,PLSCR1,PMVK,ALDOC,PDK3,MVK,PNRC1,HMGCS1,FABP5"
HALLMARK_MITOTIC_SPINDLE,-0.267217823,-1.151639055,0.266666667,0.531717172,199,75,"FBXO5,RASAL2,FARP1,ARHGAP4,ARHGAP5,MID1,ARL8A,HOOK3,DLG1,LRPPRC,CDC42BPA,TRIO,RHOT2,CDC42,CAPZB,SUN2,TUBGCP2,PCNT,PCM1,PREX1,UXT,CNTRL,SMC3,NUMA1,ROCK1,SEPTIN9,DST,STAU1,SMC1A,CEP131,RABGAP1,MAP1S,YWHAE,CKAP5,KIF2C,PAFAH1B1,NCK2,TBCD,DYNC1H1,RACGAP1,KATNA1,CD2AP,MARCKS,KIF5B,CLASP1,PDLIM5,EPB41L2,MYH10,NDC80,ARHGDIA,RFC1,TLK1,TOP2A,SMC4,CDK1,KLC1,WASL,ARHGEF2,ANLN,LLGL1,DLGAP5,TUBGCP6,KIF11,MAPRE1,DOCK2,ATG4B,PPP4R2,ARHGEF12,TPX2,TTK,KIF4A,TUBGCP3,GEMIN4,RASA1,KATNB1"
HALLMARK_SPERMATOGENESIS,-0.412285048,-1.281266752,0.176470588,0.314545455,135,24,"SCG3,VDAC3,STAM2,CSNK2A2,TSN,HSPA4L,TALDO1,CLPB,KIF2C,PSMG1,GSTM3,PEBP1,EZH2,CCT6B,PGK2,NCAPH,CDK1,IFT88,RFC4,TTK,SIRT1,PHKG2,SEPTIN4,GAPDHS"
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.396083524,-1.295512753,0.228070175,0.335584416,97,19,"IFI35,LGALS3BP,NMI,B2M,TAP1,PSMB8,CNP,PSMA3,TXNIP,NUB1,NCOA7,PLSCR1,CMTR1,OGFR,CMPK2,RNF31,IFI44L,OASL,CD74"
HALLMARK_MYC_TARGETS_V1,-0.281630093,-1.355247501,0.041666667,0.286060606,200,141,"SLC25A3,VDAC3,PRDX3,PHB2,VDAC1,HSPE1,CANX,COX5A,TOMM70,RSL1D1,HNRNPA3,RNPS1,SF3B3,DHX15,SNRPD2,SNRPA1,SRSF1,SNRPD1,PSMD8,TARDBP,RPL34,NCBP1,SYNCRIP,SNRPD3,SNRPA,IARS1,KPNB1,SF3A1,SNRPB2,EXOSC7,RPLP0,PSMD3,COPS5,PSMD1,SRSF3,RPS5,PCBP1,PABPC1,RPS2,HNRNPA1,SSB,PSMB3,LSM2,STARD7,PRPF31,MAD2L1,RAN,XPOT,EIF4G2,XRCC6,PSMC4,RPS6,PSMA2,KARS1,PSMA4,SET,RPL22,EPRS1,NOP16,BUB3,PSMA7,PSMD14,RAD23B,HDGF,EIF3J,RPL14,GSPT1,RACK1,G3BP1,PA2G4,PSMA1,PSMB2,ABCE1,EIF4A1,NCBP2,EIF2S1,SERBP1,PSMC6,XPO1,PSMD7,CUL1,EIF2S2,YWHAQ,AIMP2,EIF4H,PSMA6,EIF4E,HDAC2,CAD,CBX3,CCT2,TCP1,LSM7,TRIM28,YWHAE,EIF3B,SRSF2,CSTF2,CCT4,KPNA2,PABPC4,CCT7,RRM1,EIF3D,RUVBL2,NAP1L1,CCNA2,CCT5,CCT3,SRPK1,UBE2L3,DEK,ACP1,POLD2,IMPDH2,APEX1,PGK1,HSP90AB1,CNBP,POLE3,UBE2E1,SRM,VBP1,PTGES3,RFC4,CTPS1,CLNS1A,HPRT1,CDK2,PPM1G,UBA2,RANBP1,PCNA,DUT,MCM5,MCM4,MCM2,CDC45,MCM7,MCM6,SMARCC1"
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.448778982,-1.357301444,0.147540984,0.341818182,49,16,"SOD2,LAMTOR5,NDUFA6,NDUFS2,ABCC1,NDUFB4,HMOX2,SCAF4,OXSR1,GCLM,GPX4,PRDX2,PRNP,ATOX1,LSP1,MPO"
HALLMARK_KRAS_SIGNALING_UP,-0.393904491,-1.365529128,0.1,0.407272727,200,29,"TMEM176B,SPP1,PCP4,ALDH1A3,SCG3,CA2,HKDC1,CAB39L,PSMB8,ERO1A,ADAM17,CCSER2,DNMBP,AKAP12,ABCB1,KIF5C,BPGM,CBL,ITGA2,ANKH,AMMECR1,DOCK2,LCP1,EPB41L3,IKZF1,TRAF1,PECAM1,SATB1,IGF2"
HALLMARK_COAGULATION,-0.445606147,-1.468721994,0.064516129,0.276363636,138,30,"HNF4A,PRSS23,GDA,F3,THBD,ITGB3,PROS1,MMP2,GNG12,LRP1,CD9,TIMP1,A2M,LAMP2,ARF4,PREP,PEF1,APOC3,THBS1,ITGA2,CSRP1,USP11,SERPINB2,MAFF,CRIP2,APOC2,PECAM1,F10,FGG,CTSE"
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.370515424,-1.510383005,0.052631579,0.323636364,200,44,"ZBP1,HLA-B,IFI35,LGALS3BP,SOD2,NMI,PIM1,HLA-A,B2M,MVP,TAP1,PSMB8,TAPBP,RNF213,PTPN1,STAT3,NUP93,PSMA2,PSMA3,TOR1B,PSMB2,TXNIP,MARCHF1,BPGM,PNP,PLSCR1,CMTR1,SAMHD1,OGFR,OAS2,NAMPT,CMPK2,RNF31,CIITA,IL2RB,UPP1,PTPN6,MX2,HLA-DRB1,IFI44L,OASL,ITGB7,CD74,HLA-DQA1"
