protein,mean_orig,mean_ko,diff
GDE1,-0.022873044,-0.25210118,-0.22922814
EPB41L5,0.024715766,-0.2042758,-0.22899157
COQ3,-0.014138812,-0.24299726,-0.22885844
CYRIB,-0.11369584,-0.34218076,-0.22848493
OTUD6B,0.016480254,-0.21185556,-0.22833581
PLAUR,0.28179404,0.053505152,-0.22828889
FAM184A,0.1569038,-0.071355864,-0.22825967
DHRS9,-0.096652046,-0.32485625,-0.2282042
SLC20A1,0.014707132,-0.21342978,-0.22813691
SLC25A6,0.08472782,-0.14312972,-0.22785753
GCHFR,-0.014444416,-0.24216436,-0.22771995
MYL6B,-0.004494863,-0.23215915,-0.22766429
ATXN10,-0.03092583,-0.25852707,-0.22760125
WRAP73,0.04470181,-0.18256012,-0.22726193
CHDH,0.08068867,-0.14644642,-0.22713509
IVD,0.069981486,-0.15706332,-0.2270448
RDX,0.110307075,-0.116495684,-0.22680277
CHMP4C,0.046419006,-0.1799513,-0.2263703
SEPTIN1,0.04022814,-0.18605895,-0.2262871
PREP,-0.04592513,-0.27208346,-0.22615834
EXOSC5,-0.024197595,-0.250354,-0.2261564
DHX33,-0.07303246,-0.29917514,-0.22614267
HSD3B1,-0.04509172,-0.2709653,-0.22587359
C1orf116,-0.044593126,-0.27041984,-0.22582671
LONP1,-0.16856346,-0.39428818,-0.22572473
ECPAS,0.057683077,-0.16801663,-0.22569971
ABHD16A,0.0522197,-0.17328432,-0.22550403
TMPPE,-0.00735007,-0.23284085,-0.22549078
LMNB1,-0.09222326,-0.31764525,-0.225422
PTK2,0.048839238,-0.17652133,-0.22536057
CD63,0.034176216,-0.19105852,-0.22523473
CCDC9,0.09488223,-0.13031906,-0.22520128
KEAP1,-0.019195128,-0.24429283,-0.2250977
HSPB8,0.07088747,-0.15420681,-0.22509429
MRRF,0.09796301,-0.12687817,-0.22484118
COX7C,-0.000531982,-0.2251917,-0.22465971
ELAVL2,-0.008732505,-0.2333442,-0.2246117
ZNF346,0.0724419,-0.15203351,-0.22447541
XPO5,0.04097357,-0.18347643,-0.22445
PDCL,-0.07403889,-0.2984845,-0.22444561
THYN1,-0.048487972,-0.2728929,-0.22440492
DBT,-0.014755671,-0.23907517,-0.2243195
YTHDF1,0.038882054,-0.18536177,-0.22424382
VIL1,0.04241598,-0.1817736,-0.22418958
BAZ1A,-0.007448244,-0.23154177,-0.22409353
PBX3,0.093346804,-0.1307461,-0.2240929
GNA13,0.040241193,-0.18381332,-0.22405452
SHFL,-0.04120842,-0.26525664,-0.22404823
SPTLC2,0.124432355,-0.09926546,-0.22369781
CEBPZ,-0.011207406,-0.23485674,-0.22364934
USP24,0.012283842,-0.21131341,-0.22359726
PTGES2,0.044512887,-0.17896484,-0.22347772
BCL11A,-0.059146035,-0.28248248,-0.22333644
PTGR2,0.08983932,-0.1333863,-0.22322562
OGT,-0.14198284,-0.3651781,-0.22319527
IRAG2,-0.04517269,-0.2681086,-0.22293591
MAP1B,-0.005327014,-0.22819662,-0.2228696
RAB5A,-0.00128828,-0.22379917,-0.22251089
ZNF146,-0.19153719,-0.41390726,-0.22237007
MRPL58,0.08891301,-0.13339968,-0.22231269
ANKLE2,0.038927626,-0.1833602,-0.22228783
FGD4,0.04299848,-0.1792861,-0.22228459
ZGPAT,0.029203558,-0.19297913,-0.22218269
PTPRS,-0.05545481,-0.27756974,-0.22211494
IQSEC1,-0.055345017,-0.27743265,-0.22208764
NUDT3,-0.090743154,-0.31278315,-0.22204
ORC2,0.04392789,-0.17775531,-0.2216832
ECT2,0.07343592,-0.14810275,-0.22153866
RFC1,-0.14054991,-0.36175558,-0.22120567
SHB,0.12031775,-0.10087639,-0.22119415
AKAP12,0.037451494,-0.18367893,-0.22113042
KNOP1,0.039138656,-0.1819071,-0.22104576
CASP2,-0.14308532,-0.3641288,-0.22104348
ATXN3,-0.005656325,-0.22665766,-0.22100133
WDR70,-0.01420152,-0.23516381,-0.22096229
KRT7,0.074736565,-0.14621116,-0.22094773
RPL13A,0.045782544,-0.17512564,-0.2209082
RBM3,-0.029299533,-0.25002384,-0.22072431
CCP110,-0.054631867,-0.2753543,-0.22072244
GSK3A,0.001878994,-0.21879648,-0.22067547
ANK2,0.08031771,-0.1403402,-0.22065791
PLD2,-0.06819335,-0.28859407,-0.22040072
DMAC2L,0.061338466,-0.15889692,-0.22023539
CALD1,0.07802309,-0.14208369,-0.22010678
ACY1,0.085654885,-0.13376185,-0.21941674
SLFN5,0.091865286,-0.1274548,-0.21932009
HECTD1,0.13984062,-0.079345316,-0.21918593
CRYAB,-0.023423616,-0.24246682,-0.21904321
CHST14,0.08153363,-0.13746396,-0.2189976
ILVBL,0.086343,-0.13262975,-0.21897274
DDX42,0.004651558,-0.21423374,-0.2188853
BOLA1,0.055471968,-0.16338597,-0.21885794
DNM3,-0.00206835,-0.220834,-0.21876565
IRF6,-0.018741975,-0.23723935,-0.21849737
CAT,-0.056362167,-0.2746533,-0.21829112
TAGLN3,-0.0760417,-0.29421943,-0.21817774
DDX51,-0.03512267,-0.2531912,-0.21806854
GOLGA7,-0.06860333,-0.28656024,-0.2179569
GNB1L,-0.079463765,-0.29725495,-0.21779118
HIBCH,0.06896555,-0.14854817,-0.21751371
TMEM70,0.07129006,-0.14621778,-0.21750784
RPRD1A,-0.08792558,-0.30529228,-0.2173667
NIPSNAP3A,0.007433168,-0.20984626,-0.21727942
OXSR1,-0.04026967,-0.25740728,-0.2171376
SLC39A7,0.00965372,-0.20741202,-0.21706574
FZD7,0.1470465,-0.06998028,-0.21702679
ZNF592,-0.07924604,-0.2961745,-0.21692845
MED6,-0.0390196,-0.25581753,-0.21679793
NDUFA10,0.015582925,-0.20104867,-0.21663159
WBP11,-0.034119975,-0.2505626,-0.21644263
ADSS2,-0.07903549,-0.295247,-0.2162115
TUT7,0.041887783,-0.1739513,-0.21583909
RHOT2,0.0654273,-0.1503254,-0.2157527
BZW2,-0.09479204,-0.31030855,-0.21551651
OCRL,0.045096748,-0.17022796,-0.2153247
BCL7C,0.044558305,-0.17043859,-0.21499689
MIOS,-0.11949678,-0.33443156,-0.21493478
KLC1,0.09405141,-0.12082836,-0.21487978
EDEM3,-0.08268754,-0.2975593,-0.21487175
PTGES,0.12677564,-0.08804438,-0.21482003
TTLL12,-0.0857376,-0.30052623,-0.21478863
F3,0.07227384,-0.1422822,-0.21455604
KRT77,0.007712112,-0.2067632,-0.2144753
ZNF800,-0.003318716,-0.21770012,-0.21438141
PCF11,-0.08333236,-0.29768124,-0.21434888
MIS18A,-0.031556647,-0.24554779,-0.21399114
ASXL2,0.006719288,-0.207112,-0.21383129
STMN2,-0.010226562,-0.22380903,-0.21358247
PPP2R5E,-0.04820188,-0.2617262,-0.21352431
HNRNPA2B1,-0.103700265,-0.3172234,-0.21352313
NDRG1,0.007816432,-0.20547688,-0.21329331
SNX18,0.07732936,-0.13552925,-0.21285862
KDM1B,-0.15441687,-0.36721942,-0.21280254
MTREX,0.0123538,-0.20042513,-0.21277893
C11orf98,-0.008253171,-0.22070853,-0.21245536
RBFOX2,0.014966117,-0.1973339,-0.21230002
RAVER1,-0.17613606,-0.38835925,-0.21222319
TBL3,-0.006281637,-0.21849923,-0.21221758
RHOB,0.036299746,-0.17582864,-0.21212839
FNIP2,0.07879681,-0.13322634,-0.21202314
SDHAF3,-0.038985316,-0.2507356,-0.2117503
ALDH1A2,-0.007834914,-0.21958503,-0.21175012
ADAM15,0.06079289,-0.15093699,-0.21172988
IMPA1,0.10586541,-0.10577652,-0.21164194
RBM4B,-0.141118,-0.3524364,-0.21131839
PLCB3,0.123466544,-0.08757102,-0.21103756
PUM3,-0.04564109,-0.25664124,-0.21100014
PRADC1,0.04946632,-0.16135344,-0.21081975
ACTA1,0.10764534,-0.10310431,-0.21074966
MACROH2A2,-0.0760023,-0.28669277,-0.21069047
FEN1,-0.09128769,-0.3018258,-0.2105381
HDHD5,-0.05026713,-0.2608031,-0.21053597
FN3KRP,-0.058123056,-0.2683625,-0.21023944
HNRNPUL1,0.00950727,-0.20069167,-0.21019894
SPRYD4,0.02365482,-0.18601544,-0.20967026
MIA3,0.031362753,-0.17829482,-0.20965758
PRPF38B,-0.019019967,-0.22840202,-0.20938206
MYBBP1A,0.024820251,-0.18441898,-0.20923923
SNTB2,0.081015244,-0.12817362,-0.20918886
SSRP1,-0.10756019,-0.31672007,-0.20915988
SLC1A5,0.050861474,-0.15780582,-0.2086673
DHX36,0.016829653,-0.19180769,-0.20863734
CFTR,0.16125752,-0.04736207,-0.2086196
LARP7,0.018852957,-0.1897372,-0.20859015
COL14A1,0.033551894,-0.17489095,-0.20844284
PDHB,-0.05077182,-0.25911087,-0.20833905
RPS15A,0.04324211,-0.1650721,-0.20831421
TCIRG1,0.17097111,-0.03723324,-0.20820436
CTTNBP2NL,0.13755909,-0.07056678,-0.20812586
ACOT2,0.1764144,-0.03165207,-0.20806646
NDUFA12,0.07700688,-0.1308631,-0.20786998
MRPS34,0.093474045,-0.11397436,-0.20744841
SNX27,0.08043165,-0.12695934,-0.207391
RBM22,-0.0163478,-0.22365728,-0.20730948
IRF2BP1,0.02482807,-0.18225726,-0.20708534
PAFAH1B1,0.03194363,-0.17428137,-0.20622501
TPP2,-0.07406539,-0.28012052,-0.20605513
COL12A1,0.13556509,-0.07045858,-0.20602366
SIPA1L1,0.021657027,-0.18428293,-0.20593995
ASS1,-0.014628084,-0.22049595,-0.20586787
KATNB1,-0.08409796,-0.2898636,-0.20576563
COQ6,-0.007248913,-0.21272239,-0.20547348
DNAJC9,0.018678172,-0.1865662,-0.20524438
MED17,-0.06125328,-0.26644894,-0.20519567
RAB34,-0.023856342,-0.2289723,-0.20511596
CCDC90B,0.14409088,-0.06087594,-0.20496681
C5orf24,-0.10449637,-0.3092066,-0.20471025
LCMT1,-0.004337371,-0.2088208,-0.20448343
LIMCH1,0.018099079,-0.1862787,-0.20437779
TAMM41,-0.024427699,-0.22880435,-0.20437665
MIER1,0.096850105,-0.10744514,-0.20429525
PCYT2,0.019225307,-0.18452366,-0.20374897
UMPS,-0.053664394,-0.2574115,-0.20374712
PNKD,0.008423387,-0.19528793,-0.20371132
FOXRED1,0.046362195,-0.15728708,-0.20364927
FMC1,0.028140372,-0.1752603,-0.20340067
NKIRAS2,0.13737603,-0.06598334,-0.20335937
KRT72,0.08574575,-0.11753633,-0.20328209
TRIOBP,0.085277066,-0.11789627,-0.20317334
AP1M2,0.0738855,-0.12869425,-0.20257975
PSTPIP2,-0.060242463,-0.26277602,-0.20253356
ARIH1,-0.099613115,-0.3019328,-0.2023197
CDK4,-0.00064452,-0.20293303,-0.20228851
CEP76,0.07047598,-0.13176051,-0.20223649
ERGIC2,0.060442217,-0.14176367,-0.2022059
TIAL1,-0.052555267,-0.25473517,-0.20217991
TEX10,0.051464844,-0.15030679,-0.20177163
BRD1,-0.06571002,-0.2670943,-0.20138429
RRP36,-0.006725281,-0.20806096,-0.20133568
MYH14,0.15405096,-0.04727205,-0.201323
PODXL,0.08170335,-0.119448,-0.20115134
ITPRID2,0.1811016,-0.01999378,-0.20109539
CPD,0.10625074,-0.09484009,-0.20109083
TRNT1,-0.09924082,-0.30024385,-0.20100304
NUP62,-0.09474517,-0.29560563,-0.20086047
TERF2,-0.1605215,-0.3613418,-0.2008203
JUND,-0.04471641,-0.24548191,-0.20076549
TLE3,0.059371937,-0.14137991,-0.20075184
NUCB2,0.119670175,-0.081034094,-0.20070428
ZADH2,-0.09412733,-0.29427528,-0.20014796
MSRA,0.033807393,-0.16627586,-0.20008326
SRP68,-0.03819871,-0.23822741,-0.2000287
HNRNPM,-0.18710983,-0.3870813,-0.19997147
GMEB1,-0.01643885,-0.21634863,-0.19990978
XPC,0.08260868,-0.11719572,-0.1998044
PRR12,-0.12189471,-0.32165676,-0.19976205
FSTL1,0.10466238,-0.09505302,-0.1997154
UBFD1,0.001527717,-0.19813186,-0.19965957
STT3B,-0.017409327,-0.21696308,-0.19955376
FYTTD1,-0.011375151,-0.21089697,-0.19952182
SMG8,-0.002988801,-0.20241418,-0.19942538
DSC3,-0.005966211,-0.20523013,-0.19926392
TCEA3,0.019432507,-0.1798238,-0.1992563
BTAF1,-0.09216515,-0.29134956,-0.19918442
TTC4,-0.040057044,-0.23908189,-0.19902484
DKC1,-0.031669535,-0.23063144,-0.19896191
TICRR,-0.117804945,-0.31670836,-0.19890341
XRCC6,-0.05724517,-0.2560655,-0.19882032
DNTTIP1,-0.018598847,-0.21723512,-0.19863626
RAB15,0.093958326,-0.10464705,-0.19860537
YARS2,0.06053165,-0.1379757,-0.19850734
MB,0.109433904,-0.088951305,-0.19838521
PAIP1,0.032972734,-0.16536157,-0.1983343
PKN2,0.1117683,-0.086523905,-0.1982922
ZEB2,0.008974886,-0.18911624,-0.19809112
ALDH6A1,0.020073479,-0.17788033,-0.1979538
GNB3,0.056187168,-0.14161974,-0.19780691
GPC1,0.000198512,-0.19758062,-0.19777913
DSTN,0.11950758,-0.07789242,-0.1974
SAP18,-0.059120413,-0.25651947,-0.19739905
MRPS6,-0.034261446,-0.23164265,-0.1973812
GOLGA2,0.10832623,-0.08902904,-0.19735527
RAB24,0.08077441,-0.1165744,-0.1973488
ANKRD52,-0.028532889,-0.22580646,-0.19727357
PGLS,0.009700523,-0.1875397,-0.19724022
F8A1;F8A2;F8A3,0.005493583,-0.19173789,-0.19723147
BOD1L1,-0.03266271,-0.22987296,-0.19721025
MND1,0.001901938,-0.19519717,-0.1970991
DBR1,0.050972123,-0.14573643,-0.19670855
ELP3,0.057808723,-0.1388882,-0.19669692
DHCR7,0.001571683,-0.19507341,-0.1966451
C9orf78,-0.07973846,-0.27629137,-0.1965529
DHRS7B,0.07931953,-0.11701453,-0.19633406
HNF1A,-0.026139846,-0.22244085,-0.19630101
RANBP2,-0.02518275,-0.22146888,-0.19628613
ECI1,0.0915129,-0.1042667,-0.1957796
RTN4,0.14950572,-0.046268202,-0.19577393
MRPL22,0.11138455,-0.084137216,-0.19552177
ITIH3,0.037977826,-0.15751313,-0.19549096
CCAR1,-0.018842237,-0.21417311,-0.19533087
TM9SF2,0.115586646,-0.079526596,-0.19511324
IRF9,0.04298916,-0.15204237,-0.19503154
GNA11,0.035305474,-0.15933155,-0.19463702
UBE2I,-0.055665657,-0.2501661,-0.19450043
CNNM3,-0.02110962,-0.21555379,-0.19444416
FILIP1,0.02653989,-0.16783322,-0.19437312
TMEM65,0.009444624,-0.18486825,-0.19431287
PGM5,0.039236072,-0.15491925,-0.19415532
NAE1,-0.015211591,-0.20932434,-0.19411275
FABP5,-0.055952705,-0.24990225,-0.19394955
RPGRIP1L,0.077411495,-0.11653576,-0.19394726
NAALAD2,0.03665256,-0.15718535,-0.19383791
KRT33B,0.003842946,-0.1899722,-0.19381516
ERAL1,0.10740629,-0.08629076,-0.19369705
CDK2,0.002496578,-0.19113076,-0.19362733
GNB4,0.030874427,-0.16250913,-0.19338356
ECSIT,-0.001028355,-0.19423243,-0.19320408
CHPT1,0.018840011,-0.17420863,-0.19304864
DRAP1,-0.046539117,-0.23937096,-0.19283184
HMGB2,-0.09458688,-0.28741533,-0.19282845
IPO8,-0.014171495,-0.20697233,-0.19280083
NISCH,-0.09418716,-0.2868694,-0.19268224
AHNAK2,0.024552502,-0.16811328,-0.19266579
BRD8,-0.023726873,-0.21637346,-0.1926466
CCDC115,0.027897328,-0.16469274,-0.19259007
CAPNS2,-0.015947325,-0.20837079,-0.19242346
CAMSAP2,0.08261317,-0.1097375,-0.19235067
SLC35B2,0.07434643,-0.11785813,-0.19220456
GATC,0.06230966,-0.12989105,-0.19220072
CAND2,0.06932793,-0.12263898,-0.1919669
GCC2,0.16493735,-0.0269299,-0.19186725
H1-5,-0.060124747,-0.2517045,-0.19157976
GPX1,0.032469112,-0.15907517,-0.19154428
TUBA4B,-0.05396618,-0.24538046,-0.19141428
ZNF768,-0.072980784,-0.26436394,-0.19138315
FAM210A,0.012316915,-0.17884311,-0.19116002
NOP58,-0.0889664,-0.27992603,-0.19095963
LZTS1,0.01398452,-0.17694043,-0.19092494
RAD23B,0.05630871,-0.13456836,-0.19087708
FNTA,0.04884722,-0.14168887,-0.19053608
PRKRIP1,0.069335565,-0.12119814,-0.1905337
ABCC1,0.05647602,-0.13398936,-0.19046539
EXOSC9,-0.028420454,-0.2186782,-0.19025776
MOB2,-0.032435782,-0.22251755,-0.19008178
NBR1,-0.001776789,-0.19169289,-0.1899161
ERGIC1,0.0888465,-0.10091618,-0.18976268
RAB11B,-0.037843168,-0.2273459,-0.18950273
PRC1,0.0687672,-0.120525956,-0.18929315
CD44,0.08449114,-0.10468839,-0.18917954
RNASEL,-0.022270318,-0.21140923,-0.1891389
BROX,0.016856076,-0.17226905,-0.18912512
SRMS,-0.0494674,-0.23852825,-0.18906085
SEH1L,0.03314068,-0.15590723,-0.1890479
MPST,-0.02028418,-0.2093216,-0.18903743
SCCPDH,0.023185654,-0.16584325,-0.1890289
DNAJC5,0.08760085,-0.10116053,-0.18876138
SDCBP,0.09324271,-0.09548765,-0.18873036
DYNLL2,-0.050840516,-0.23955755,-0.18871704
RBM15,-0.12707694,-0.31566298,-0.18858604
NFYB,-0.020698104,-0.20904884,-0.18835074
RAB32,0.10547239,-0.08286747,-0.18833986
PUS1,-0.08513601,-0.27323806,-0.18810205
MYO1F,0.008607512,-0.17940493,-0.18801244
ATP7A,0.11288004,-0.0750252,-0.18790525
PCMT1,0.005457237,-0.18244636,-0.1879036
SMC6,-0.07243735,-0.26033548,-0.18789813
MRPL50,0.04591026,-0.14192845,-0.1878387
MBLAC2,-0.078342095,-0.26612866,-0.18778656
HSPA12A,-0.001934546,-0.18967646,-0.18774192
ARHGEF2,-0.057567596,-0.24527204,-0.18770444
LRPAP1,0.1050943,-0.08252713,-0.18762143
SMC5,-0.008418446,-0.19602284,-0.1876044
CNST,0.008076809,-0.17947803,-0.18755484
MIS12,-0.11878967,-0.30623856,-0.18744889
ACSS3,0.06334917,-0.12378782,-0.187137
CYRIA,0.017664518,-0.16944486,-0.18710938
RNF170,0.02708581,-0.15996382,-0.18704963
PRRC2B,0.009333785,-0.1777038,-0.18703759
ALDH1L1,-0.06510457,-0.25211322,-0.18700865
CDK9,-0.003131572,-0.18983158,-0.18670002
GAP43,-0.001653495,-0.18820655,-0.18655306
FGFR1OP2,0.047857247,-0.13861756,-0.1864748
GNAO1,-0.060557127,-0.24691272,-0.18635559
URB1,0.015507014,-0.17060487,-0.18611188
PELO,0.0670996,-0.118922465,-0.18602207
PSMD5,-0.000947244,-0.18688643,-0.1859392
MED11,-0.04857603,-0.2345147,-0.18593867
VAPB,0.14276391,-0.042776197,-0.18554011
NIT1,0.07810507,-0.107419886,-0.18552496
TIMM23,-0.006050582,-0.19148809,-0.1854375
GVINP1,-0.089474335,-0.27460498,-0.18513064
RPL27,0.09558462,-0.08932922,-0.18491384
LRRC34,0.06454667,-0.1203503,-0.18489698
WRN,-0.07310904,-0.2578242,-0.18471518
ATP2C1,0.03582631,-0.14887857,-0.18470488
PKHD1,-0.12288842,-0.30740684,-0.18451843
TAF13,0.03916795,-0.14530504,-0.184473
TRUB2,-0.04864522,-0.2329811,-0.18433589
PACSIN3,0.017567582,-0.166654,-0.1842216
ZMYND8,-0.045829,-0.23001094,-0.18418194
LARP4B,0.028026482,-0.1560592,-0.18408568
RBBP7,-0.026767924,-0.21083313,-0.18406521
ABRACL,-0.068325706,-0.25194126,-0.18361557
SPRYD7,0.09366825,-0.08977218,-0.18344043
RPS24,-0.010994111,-0.19436398,-0.18336987
CCNB2,0.002021526,-0.18131019,-0.18333171
SFXN3,0.18418914,0.000939577,-0.18324956
GHITM,0.001468569,-0.1817102,-0.18317877
SORBS2,0.06204895,-0.12110668,-0.18315563
NUP214,-0.06633998,-0.24948148,-0.1831415
EEFSEC,0.021362877,-0.1617574,-0.18312027
CBR4,-0.041870914,-0.22495146,-0.18308055
SPPL2A,0.1170171,-0.06604016,-0.18305725
COIL,-0.12183353,-0.30484888,-0.18301535
FBXO11,0.090181716,-0.09280402,-0.18298574
GGPS1,0.024182683,-0.15870433,-0.182887
RALYL,0.002677292,-0.18006356,-0.18274085
BAD,0.009822561,-0.17262688,-0.18244945
AQR,-0.008304329,-0.19055481,-0.18225048
NBEAL1,-0.007358588,-0.18956806,-0.18220946
GTF3C5,-0.10661413,-0.28877866,-0.18216453
PLCB4,-0.095780976,-0.27794224,-0.18216127
MARCKS,0.106085144,-0.07601914,-0.18210429
MGST2,0.06829278,-0.11379608,-0.18208885
GTPBP1,-0.061890345,-0.2438932,-0.18200286
NDUFS4,0.050858673,-0.13086839,-0.18172707
RBFA,0.04720024,-0.13442633,-0.18162656
CAPN2,0.15168676,-0.029762875,-0.18144964
ZW10,0.09704447,-0.08430073,-0.1813452
PIK3C3,-0.09402572,-0.2753197,-0.18129396
SCAF8,0.03227835,-0.14855006,-0.18082842
VPS35,0.05109309,-0.12960637,-0.18069945
BASP1,0.10018881,-0.08041497,-0.18060377
ISG20L2,0.11981617,-0.060535457,-0.18035163
SF3B2,-0.12340967,-0.30369177,-0.1802821
NXN,-0.028087419,-0.20819026,-0.18010284
TBCD,0.029044332,-0.15093917,-0.1799835
CRLF3,0.04959494,-0.1302827,-0.17987764
FAM177A1,0.13484421,-0.04501241,-0.17985663
UTP20,-0.046408754,-0.22584197,-0.17943321
FHL1,-0.01696815,-0.19638185,-0.1794137
TMEM165,0.08125816,-0.09810914,-0.1793673
PIP4K2B,-0.026036546,-0.2052243,-0.17918776
CHMP5,0.023458254,-0.15544617,-0.17890443
MGMT,-0.05034378,-0.229124,-0.17878021
PROSER2,0.07512688,-0.10347037,-0.17859724
SRR,0.004417966,-0.17401117,-0.17842914
RNASEH1,0.011279716,-0.1670899,-0.17836961
SELENOF,0.058833446,-0.119527794,-0.17836124
BARD1,-0.080173634,-0.25852662,-0.17835298
METTL2B,0.025431,-0.15290715,-0.17833814
ABCC3,0.18430443,0.006039282,-0.17826515
C1orf35,-0.015990067,-0.1940969,-0.17810683
ATAT1,-0.027723057,-0.20580173,-0.17807867
TMED7,0.100064516,-0.077982776,-0.1780473
CLCN3,0.08180187,-0.09623291,-0.17803478
DDX17,-0.074065186,-0.2520288,-0.17796361
ZDHHC20,0.013827138,-0.1640982,-0.17792535
DNAJC19,0.005332229,-0.17258687,-0.1779191
PRPS2,-0.028709004,-0.20646887,-0.17775986
AGPAT2,-0.07113845,-0.24889587,-0.17775741
MRGBP,-0.035820976,-0.21354982,-0.17772885
D2HGDH,0.08032022,-0.097370364,-0.17769058
CEBPB,0.037301376,-0.14035776,-0.17765914
SNRPA,0.05011469,-0.12750146,-0.17761615
TRIM4,0.008771566,-0.16883415,-0.17760572
LRBA,-0.0778154,-0.25532532,-0.17750992
EYA3,-0.07033028,-0.24781007,-0.17747979
ISCU,0.002437433,-0.17504036,-0.17747779
RAB2A,0.109870836,-0.067570895,-0.17744173
SRSF2,0.036488097,-0.14091231,-0.17740041
EIF4EBP1,-0.002687624,-0.17975798,-0.17707036
NKAP,0.02471782,-0.15216568,-0.1768835
EPM2AIP1,-0.04615012,-0.22301123,-0.1768611
MCUR1,-0.027347576,-0.20399144,-0.17664386
LYRM4,-0.049564973,-0.22598632,-0.17642134
PRKDC,-0.0709762,-0.24700114,-0.17602494
WDR74,0.006415684,-0.16954195,-0.17595764
HBS1L,0.07147406,-0.10431475,-0.17578882
CNOT10,-0.050519135,-0.22596757,-0.17544843
WDR27,0.084235564,-0.09113272,-0.17536828
PCBD2,0.14366543,-0.03164645,-0.17531188
PARD3,0.082948044,-0.092322856,-0.1752709
CENPC,0.038947918,-0.1360587,-0.17500663
NR2C2,0.010098152,-0.16486095,-0.1749591
DLG1,0.05072662,-0.123993434,-0.17472005
FLAD1,-0.045059104,-0.21951725,-0.17445815
CD55,0.10155193,-0.0727805,-0.17433242
TREX1,0.09818384,-0.07610778,-0.17429161
ALDH3B1,0.1514861,-0.022764396,-0.1742505
THRAP3,-0.048294313,-0.22227244,-0.17397812
SPINDOC,-0.047226984,-0.22115386,-0.17392687
BPHL,0.098631375,-0.075134486,-0.17376587
G6PD,0.080033995,-0.09365661,-0.1736906
CYB5A,-0.08239544,-0.25597763,-0.1735822
KRT14,0.034462996,-0.13902801,-0.173491
NQO2,0.056702226,-0.11659584,-0.17329806
DNM2,-0.035334345,-0.20835868,-0.17302433
VIRMA,0.030750941,-0.14217311,-0.17292406
IRAK2,0.067592844,-0.10527275,-0.1728656
WDFY1,0.09506973,-0.07768286,-0.17275259
MRPL19,0.0602807,-0.112190224,-0.17247093
ARR3,0.087719925,-0.08459851,-0.17231843
LPCAT2,0.08172997,-0.0903977,-0.17212766
NDUFAF5,-0.021144276,-0.1931848,-0.17204052
SERPINE1,0.042219926,-0.12951964,-0.17173956
TSG101,0.03150015,-0.14017881,-0.17167896
SH3GLB1,0.0642916,-0.10725569,-0.1715473
SRXN1,0.11858076,-0.05236301,-0.17094377
GTF3C1,-0.13224427,-0.30313048,-0.1708862
SYK,-0.07509107,-0.2459356,-0.17084453
CPSF4,-0.023161478,-0.19375724,-0.17059577
RAB5B,0.07516895,-0.095237836,-0.17040679
TMEM263,0.017337235,-0.15305659,-0.17039382
MBD4,-0.08882596,-0.25916088,-0.1703349
RPS10,0.030380167,-0.13978279,-0.17016295
OPA1,0.006050005,-0.16385522,-0.16990523
AKAP1,0.012405046,-0.15738747,-0.16979252
WDR37,-0.010244247,-0.17971827,-0.16947402
BET1L,0.16401444,-0.005402404,-0.16941684
FKBP11,-0.1165413,-0.28593743,-0.16939613
GRB10,0.024005176,-0.14537907,-0.16938424
ZNF692,-0.021356063,-0.19062059,-0.16926453
GPATCH8,0.08301093,-0.08624306,-0.16925399
CRYZL1,0.101742305,-0.067427635,-0.16916993
IQCB1,-0.002624059,-0.171707,-0.16908294
ITM2B,-0.023177141,-0.19220859,-0.16903144
RBMX2,-0.043872233,-0.21274127,-0.16886903
STMN3,-0.0663441,-0.23515701,-0.16881292
LMTK2,0.019409332,-0.14937662,-0.16878594
MED13,0.1360063,-0.03264122,-0.16864751
GIPC2,0.045950163,-0.122522056,-0.16847222
SPATA16,-0.081418335,-0.24961902,-0.16820069
PDS5A,-0.03105929,-0.19903521,-0.16797592
ECHDC1,-0.042133026,-0.21008231,-0.16794929
POP4,-0.023150964,-0.19103086,-0.1678799
SUN1,0.023508834,-0.14424457,-0.1677534
ACAT2,0.00064633,-0.16701798,-0.1676643
RPF2,0.09314972,-0.07423287,-0.1673826
RPS18,0.05267114,-0.114164054,-0.16683519
TCEAL4,0.08390813,-0.08280171,-0.16670984
DYNC2H1,0.05436049,-0.112330325,-0.16669081
HECTD3,0.091670565,-0.07500225,-0.16667283
ATP1B1,0.011099163,-0.15542305,-0.1665222
LGMN,0.052763034,-0.11346069,-0.16622372
REEP4,-0.04570213,-0.2118932,-0.16619107
DNTT,-0.04146626,-0.20764002,-0.16617376
GTF2E1,-0.014241318,-0.18026239,-0.16602106
MSH2,-0.016457226,-0.18246605,-0.16600882
PAM,0.045547076,-0.1204158,-0.16596287
FAM241A,0.005024328,-0.16083701,-0.16586134
DRG2,0.036371335,-0.12927501,-0.16564634
PCLO,0.034256093,-0.13122189,-0.16547799
NDUFB2,0.000985333,-0.1644855,-0.16547084
NAAA,0.041984852,-0.12343654,-0.1654214
PRKAB1,-0.1299969,-0.29540426,-0.16540736
AKT2,0.054245308,-0.111160174,-0.16540548
CLMP,0.09426753,-0.07107232,-0.16533986
EHD2,0.06583466,-0.09944393,-0.16527858
NCKAP1,0.07327236,-0.091970675,-0.16524303
NUCKS1,-0.005463228,-0.17058477,-0.16512154
GTF2H1,-0.053751875,-0.21884337,-0.1650915
MVB12B,-0.08493819,-0.24995342,-0.16501522
