Term,es,nes,pval,fdr,geneset_size,matched_size,genes
HALLMARK_P53_PATHWAY,0.296166530597716,1.1437824493459234,0.2708333333333333,0.5219834593906836,200,43,"GPX2,H1-2,RXRA,ATF3,PROCR,S100A10,PRKAB1,EPS8L2,SLC3A2,CTSD,HMOX1,TPD52L1,RAD9A,FDXR,HEXIM1,PLXNB2,ST14,FAS,BAIAP2,HSPA4L,TAX1BP3,HRAS,APP,SFN,STEAP3,WRAP73,KIF13B,ISCU,CDKN2AIP,TRAFD1,RAP2B,TPRKB,SP1,DGKA,TP53,SDC1,RB1,CASP1,ABAT,HDAC3,CYFIP2,IRAG2,KRT17"
HALLMARK_ANDROGEN_RESPONSE,0.34745106234104073,1.154667693517057,0.3191489361702128,0.5343889163780307,101,22,"KRT19,KRT8,PGM3,AZGP1,MAP7,SCD,PDLIM5,TPD52,ABCC4,GSR,ITGAV,ARID5B,STK39,AKAP12,ACSL3,RRP12,XRCC6,XRCC5,RPS6KA3,TNFAIP8,PTK2B,ADAMTS1"
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.30866767062048767,1.1621963544349139,0.21428571428571427,0.555541810984661,200,47,"MUC1,PRSS23,KRT19,KRT8,PDZK1,KRT18,FLNB,ABLIM1,LAD1,MAST4,FHL2,ENDOD1,ANXA9,CA12,TFAP2C,BLVRB,ALDH3B1,TPD52L1,SYNGR1,ARL3,FASN,SLC7A5,TJP3,SLC39A6,TUBB2B,MICB,CANT1,RAB31,MYOF,NCOR2,SFN,SLC16A1,DHCR7,RRP12,WFS1,MED24,MYBBP1A,ADD3,ELF1,TPBG,ABAT,MINDY1,UNC119,KDM4B,KRT13,BCL2,GFRA1"
HALLMARK_ESTROGEN_RESPONSE_LATE,0.28404221830277626,1.0767968105071049,0.33962264150943394,0.5650376924644177,200,45,"AGR2,PRSS23,UGDH,KRT19,PDZK1,FLNB,MDK,ANXA9,CA12,CA2,GALE,TFAP2C,BLVRB,ALDH3B1,TPD52L1,ARL3,SLC7A5,ST14,TJP3,HSPA4L,MICB,RAB31,MYOF,LLGL2,NCOR2,LSR,GFUS,SFN,SLC16A1,DHCR7,WFS1,METTL3,ADD3,RABEP1,TPBG,IMPA2,TRIM29,RNASEH2A,PDCD4,CDC20,PTPN6,DNAJC12,NMU,KRT13,BCL2"
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.3546368382196848,1.0900933276622229,0.3023255813953488,0.5702931716971796,200,24,"PANX1,SQSTM1,ATF3,F3,TNIP2,TNIP1,ICAM1,PDLIM5,TRIP10,NFAT5,PHLDA1,LDLR,DNAJB4,CXCL11,RHOB,YRDC,PNRC1,REL,PFKFB3,RELB,LAMB3,TNFAIP8,SERPINB2,CEBPD"
HALLMARK_KRAS_SIGNALING_DN,-0.4177115650986334,-1.3526869005870694,0.1,0.5736576411197797,200,24,"AKR1B10,COL2A1,CALCB,SLC16A7,PTPRJ,NPHS1,ATP4A,SYNPO,PLAG1,KMT2D,SLC6A3,NTF3,GTF3C5,DCC,GAMT,IFI44L,IGFBP2,IDUA,SERPINB2,PKP1,KRT5,YBX2,KRT13,ATP6V1B1"
HALLMARK_COAGULATION,0.31062443882398383,1.0472888409620962,0.41818181818181815,0.5989609104403761,138,29,"SPARC,PRSS23,CLU,FBN1,ANXA1,THBD,CRIP2,F3,ADAM9,ITGB3,FURIN,LGMN,TIMP1,S100A13,CTSB,LRP1,CAPN2,GSN,ARF4,ISCU,RAC1,CPQ,ITGA2,F2,SERPINB2,CTSV,F10,TF,PECAM1"
HALLMARK_PEROXISOME,0.27449381808491435,1.00959881383849,0.42857142857142855,0.6405635563426131,104,28,"ALDH1A1,SEMA3C,MVP,IDH1,ACSL5,ALB,HAO2,PRDX5,ERCC1,ACSL4,EHHADH,ACOX1,PRDX1,HRAS,CLN6,SCP2,BCL10,PABPC1,GNPAT,ALDH9A1,CTBP1,SLC25A4,CAT,HSD17B11,LONP2,CADM1,CACNA1B,SMARCC1"
HALLMARK_COMPLEMENT,-0.24621864348246647,-0.9607806969231729,0.48,0.6915182110225709,200,47,"CLU,ITGAM,F3,PLSCR1,CDA,ADAM9,CA2,CTSL,ACTN2,CTSD,LGALS3,CTSC,PIM1,ANXA5,RAF1,LGMN,TIMP1,S100A13,CTSB,ME1,STX4,USP16,GMFB,LRP1,CD46,PPP2CB,HSPA5,LAP3,KIF2A,GNAI2,CASP3,PDP1,LYN,PCLO,PSMB9,CASP1,RBSN,CPQ,ERAP2,WAS,F2,SERPINB2,LCK,CTSV,GATA3,LCP2,F10"
HALLMARK_BILE_ACID_METABOLISM,0.28320678748848027,0.9697384897118144,0.6046511627906976,0.6953735774369124,112,22,"ALDH1A1,RXRA,AKR1D1,IDH1,ACSL5,PRDX5,FDXR,NUDT12,PNPLA8,GCLM,SCP2,PEX1,GNPAT,ALDH9A1,CAT,HSD17B11,LONP2,PFKM,HSD3B1,PXMP2,CYP27A1,LCK"
HALLMARK_HYPOXIA,-0.2754043133871353,-0.9742123142673962,0.48936170212765956,0.7331344653510785,200,43,"LOX,CDKN1B,ANXA2,ATF3,F3,CA12,TPD52,HMOX1,PIM1,KIF5A,PRDX5,TES,SLC6A6,JMJD6,HDLBP,NEDD4L,B3GALT6,GRHPR,HSPA5,AKAP12,HAS1,SAP30,GPI,ZNF292,ANKZF1,GALK1,PDK1,PGK1,PNRC1,GBE1,PDK3,TPBG,PFKFB3,RBPJ,LXN,ENO2,SDC2,DTNA,GPC4,CCN2,PKP1,BCL2,SRPX"
HALLMARK_MYC_TARGETS_V1,-0.26025903679355883,-1.0108406660734102,0.4807692307692308,0.7373412880526236,200,64,"CDC45,TFDP1,PRDX3,HSPE1,VDAC1,GLO1,EEF1B2,KPNA2,EIF1AX,HSPD1,MRPL23,EIF4H,PRDX4,NDUFAB1,SSBP1,CSTF2,TUFM,PABPC1,EPRS1,PSMC4,CANX,MRPS18B,NHP2,SNRPD1,SNRPD3,SRSF7,XRCC6,SYNCRIP,SRSF3,COPS5,DHX15,HNRNPA1,HNRNPU,TARDBP,SNRPA1,SNRPD2,SF3B3,RFC4,BUB3,SRSF1,HNRNPD,ILF2,HNRNPR,HNRNPA2B1,XPO1,NOP56,APEX1,RUVBL2,TRA2B,UBA2,DEK,NCBP1,PABPC4,MCM2,CUL1,MCM5,PGK1,RNPS1,POLE3,CDK2,TXNL4A,CDC20,SMARCC1,UBE2E1"
HALLMARK_G2M_CHECKPOINT,-0.22922804200714664,-0.8944811121020654,0.6530612244897959,0.7646856356126663,200,67,"CDKN1B,CDC45,SLC12A2,TFDP1,PRC1,CHEK1,E2F4,CKS2,SLC7A5,PBK,MTF2,RACGAP1,JPT1,CENPF,KIF23,KPNA2,UBE2S,NOTCH2,KIF5B,MNAT1,DTYMK,TPX2,CHMP1A,SNRPD1,SFPQ,SYNCRIP,HNRNPU,BUB3,UPF1,SRSF1,HNRNPD,YTHDC1,RAD21,ILF3,XPO1,SAP30,DKC1,SMC1A,TRA2B,KIF2C,POLA2,RPA2,LMNB1,MCM2,CTCF,MAPK14,SMC4,SS18,EZH2,HMGN2,SMC2,CUL1,MCM5,POLE,TOP1,UCK2,TLE3,BIRC5,BRCA2,DMD,PDS5B,CDC20,SMARCC1,WRN,SQLE,FBXO5,HIRA"
HALLMARK_INFLAMMATORY_RESPONSE,-0.3190482883202076,-1.0175128284958506,0.40816326530612246,0.8166016521340064,200,27,"F3,DCBLD2,ICAM1,OSMR,BST2,ITGB3,SRI,MET,ITGA5,LDLR,RAF1,TIMP1,CXCL11,NMI,EIF2AK2,VIP,ATP2A2,ABI1,TAPBP,LYN,TPBG,IRAK2,PCDH7,LCK,SLAMF1,STAB1,LCP2"
HALLMARK_SPERMATOGENESIS,-0.4190204756418229,-1.3551175858951034,0.19607843137254902,0.8501606241395135,135,24,"SLC12A2,STAM2,HSPA1L,MAP7,NF2,HSPA4L,AGFG1,PRKAR2A,MTOR,RFC4,NCAPH,KIF2C,STRBP,EZH2,SIRT1,HOXB1,PSMG1,DCC,LPIN1,PGS1,PCSK1N,H1-6,YBX2,NEFH"
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.2431042698636373,-0.7396962704682977,0.82,0.8875303219038878,74,22,"CLU,ATF3,S100A11,ALCAM,PLSCR1,SCD,LGALS3,LDLR,ANXA5,FASN,LGMN,NIBAN1,ETHE1,DHCR7,STX5,PNRC1,PDK3,HSD17B7,GSTM2,SQLE,GLDC,ANXA13"
HALLMARK_GLYCOLYSIS,-0.1945296726428941,-0.7641683134236176,0.7666666666666667,0.9197938362692837,200,51,"PKP2,TPST1,GALE,IDH1,QSOX1,PYGB,MET,SRD5A3,GOT1,GFPT1,ME1,GMPPA,HDLBP,CHPF,SLC25A10,G6PD,PHKA2,B3GALT6,NDUFV3,CLN6,GFUS,HS2ST1,PPP2CB,HSPA5,GMPPB,MDH2,ALG1,DLD,PSMC4,MED24,RARS1,ALDH9A1,RPE,KIF2A,SAP30,ZNF292,ANKZF1,GALK1,PGK1,PYGL,SDC1,PDK3,TPBG,ENO2,GNE,SDC2,IDUA,B3GNT3,HOMER1,GPC4,B4GALT7"
HALLMARK_E2F_TARGETS,-0.25893936905243015,-1.020987432133842,0.46,0.9253917262177932,200,67,"CDKN1B,CHEK2,BRCA1,GINS1,CHEK1,CKS2,CDCA3,RACGAP1,JPT1,BUB1B,KPNA2,UBE2S,SHMT1,MTHFD2,TK1,PRDX4,NBN,CNOT9,CIT,IPO7,NUDT21,XRCC6,SYNCRIP,SRSF1,HNRNPD,RAD21,SSRP1,ILF3,XPO1,NOP56,CSE1L,SMC1A,TRA2B,RBBP7,PRKDC,KIF2C,DEK,POLA2,RPA2,CBX5,RFC2,LMNB1,ASF1A,LYAR,SMC3,MCM2,CTCF,RPA1,SMC4,EZH2,MCM5,POLE,TP53,POLE4,PSIP1,BIRC5,BRCA2,LIG1,PDS5B,ASF1B,DNMT1,RNASEH2A,KIF18B,HMGB2,CDC20,TUBG1,CENPM"
HALLMARK_KRAS_SIGNALING_UP,-0.3361231744738366,-1.1138768012062399,0.34615384615384615,0.9527306103717302,200,23,"TMEM176B,TMEM100,DCBLD2,MAP7,CA2,TOR1AIP2,RABGAP1L,KIF5C,ALDH1A2,ADAM17,AKAP12,RBM4,STRN,CCSER2,PTBP2,YRDC,PSMB8,ITGA2,LAT2,PCSK1N,APOD,LCP1,PECAM1"
HALLMARK_UV_RESPONSE_UP,0.21419485331545687,0.8222668552050016,0.78,0.9669894677316746,158,43,"COL2A1,SQSTM1,ATF3,ICAM1,CA2,CYB5B,HMOX1,EPCAM,FURIN,SPR,ASNS,RHOB,CLTB,EIF5,YKT6,HSPA13,PRKACA,BSG,PPP1R2,MRPL23,ATP6V1F,PPT1,AP2S1,MARK2,GRPEL1,PSMC3,PRPF3,WIZ,POLR2H,HNRNPU,RFC4,SLC25A4,CASP3,LYN,BID,POLE3,PPAT,CDK2,ENO2,APOM,IGFBP2,CTSV,BCL2L11"
HALLMARK_DNA_REPAIR,-0.1314144153064632,-0.4859534521694144,1.0,0.987150068838917,150,44,"TARBP2,CDA,NME3,VPS28,STX3,ERCC1,CETN2,CANT1,MRPL40,SURF1,NUDT9,TAF10,GUK1,TSG101,DCTN4,NELFE,POLR1D,POLR2C,NUDT21,POLR2H,DDB1,RAE1,POLR2E,RFC5,RFC4,GTF2B,POLR2G,SSRP1,NELFB,UMPS,POLR2A,POLA2,RPA2,RFC2,PRIM1,EIF1B,TP53,POLE4,POLA1,GTF3C5,LIG1,NPR2,PNP,TAF13"
HALLMARK_MITOTIC_SPINDLE,0.1084894102763152,0.44765488359863265,1.0,0.9960415635823849,199,69,"VCL,FLNB,CTTN,EZR,CDC42EP4,ABR,PDLIM5,ACTN4,RHOF,PRC1,SPTBN1,CD2AP,SPTAN1,SORBS2,EPB41L2,FLNA,RALBP1,ARHGAP29,RACGAP1,MYO1E,ROCK1,ANLN,ITSN1,SYNPO,ECT2,ARHGEF11,BCAR1,CENPF,KIF23,ARFIP2,WASL,CEP250,GSN,NOTCH2,FGD4,RABGAP1,DST,HOOK3,KIF5B,LLGL1,BCR,RAB3GAP1,TPX2,CEP131,KLC1,CLIP1,ABI1,CAPZB,CDC42BPA,PCNT,MAP1S,SMC1A,KIF2C,LMNB1,SMC3,SMC4,PREX1,SUN2,CCDC88A,BIRC5,BRCA2,NCK1,TLK1,ARHGEF2,TUBGCP3,WASF1,CDK5RAP2,BCL2L11,FBXO5"
HALLMARK_MTORC1_SIGNALING,0.14183762977446646,0.5729247156221479,0.9803921568627451,1.0,200,63,"SQSTM1,BCAT1,SCD,IDH1,CYB5B,TXNRD1,PSPH,CTSC,GOT1,LDLR,FDXR,TES,GSR,UFM1,SLC6A6,SLC7A5,ASNS,LGMN,ME1,SLC1A5,HSPE1,NIBAN1,G6PD,FKBP2,PRDX1,RAB1A,PSMB5,YKT6,HSPD1,ATP2A2,HSPA9,HSPA5,USO1,ACLY,DHCR7,ACSL3,MTHFD2,M6PR,PSMC2,EPRS1,PSMC4,CANX,IMMT,COPS5,TOMM40,GMPS,ADD3,GPI,UCHL5,SHMT2,GSK3B,MCM2,PDK1,RPA1,PGK1,GBE1,TBK1,PSMG1,PNP,PHGDH,TUBG1,SQLE,CORO1A"
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.31043930711890794,-1.1176751250789807,0.25,1.0,105,28,"CDKN1B,SQSTM1,RALB,PAK4,RAF1,DUSP3,PPP2R1B,AKT1S1,HRAS,SFN,PRKAR2A,CLTC,RAC1,GSK3B,PIN1,PDK1,RPTOR,STAT2,NCK1,TBK1,CDK2,ITPR2,GRK2,IRAK4,RPS6KA3,THEM4,LCK,PRKCB"
HALLMARK_PROTEIN_SECRETION,0.16973460604957094,0.672565581997119,0.9166666666666666,1.0,96,36,"KRT18,SCRN1,CLN5,TPD52,RAB22A,TOM1L1,CTSC,STX12,SCAMP3,SEC22B,CLTA,GOLGA4,STX7,AP2B1,IGF2R,STAM,YKT6,ARFIP1,USO1,DST,CLTC,PPT1,AP2S1,VPS45,M6PR,OCRL,TSG101,SEC31A,AP1G1,GBF1,NAPA,DNM1L,ARFGEF2,CAV2,RPS6KA3,ATP6V1B1"
HALLMARK_HEME_METABOLISM,0.21103849251924428,0.7729720626781651,0.72,1.0,200,35,"TNS1,MKRN1,FN3K,ENDOD1,CA2,BLVRB,ARL2BP,ATP6V0A1,HEBP1,CAST,ASNS,CTSB,PICALM,GCLM,BMP2K,MGST3,SLC30A1,BSG,HTATIP2,LRP10,BLVRA,MINPP1,HTRA2,ALDH6A1,GMPS,CAT,ALAD,NNT,TOP1,UBAC1,DAAM1,RBM38,RAP1GAP,PRDX2,KHNYN"
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.2729632937751808,-1.0252168758211126,0.41379310344827586,1.0,113,35,"ATF3,BAG3,IFIT1,EIF2AK3,POP4,SLC7A5,ASNS,ATP6V0D1,ALDH18A1,HSPA9,PDIA6,HSPA5,EIF4EBP1,SRPRB,KIF5B,DCTN1,SRPRA,MTHFD2,ARFGAP1,PARN,WFS1,SDAD1,SEC31A,NHP2,EXOSC4,EXOSC1,EDC4,NOP56,EIF4A3,DKC1,CNOT2,EIF4A2,ERN1,DCP2,NFYA"
HALLMARK_ALLOGRAFT_REJECTION,-0.4238636137566778,-1.414707415670656,0.09259259259259259,1.0,200,38,"CD86,DEGS1,BRCA1,NCF4,BCAT1,IL27RA,ICAM1,TPD52,IKBKB,TIMP1,FLNA,FAS,STAT1,MRPL3,BCL10,GALNT1,MTIF2,ABI1,RARS1,RPS9,TAPBP,LYN,PSMB10,NCK1,CSK,ITGAL,IRF4,WAS,PTPN6,F2,CD74,LCK,PRKCB,ZAP70,STAB1,LCP2,IL16,SIT1"
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.16351239050275407,0.6686099920356195,1.0,1.0,200,63,"COX11,IDH1,ATP1B1,ECI1,CYCS,POR,PRDX3,ETFA,ECHS1,VDAC1,COX6A1,MGST3,ACADSB,HSPA9,SURF1,HADHA,MRPS12,MDH2,VDAC2,MRPS11,TIMM8B,ATP6V1F,HADHB,SUCLG1,NDUFC2,COX7A2L,MRPL34,ATP6V1G1,HTRA2,ATP6AP1,NDUFAB1,ALDH6A1,ATP5F1D,TIMM13,DLD,ISCU,MRPL15,NDUFB7,GRPEL1,IMMT,MRPL11,TIMM10,ATP5PB,PMPCA,NDUFV1,NDUFS7,COX7A2,PDHA1,ATP5MF,NDUFB6,UQCRFS1,DLAT,SDHB,SDHA,GPI,SLC25A4,MFN2,NDUFA9,NNT,PDP1,SLC25A11,UQCR10,UQCR11"
HALLMARK_ADIPOGENESIS,0.11849535052089857,0.46951970460768694,1.0,1.0,200,55,"LAMA4,ITGA7,SQOR,CMBL,CAVIN2,IDH1,REEP5,POR,ALDH2,PRDX3,ACADL,ME1,SLC1A5,CMPK1,ECHS1,ITSN1,SLC25A10,ACOX1,COX6A1,MGST3,PPM1B,SCP2,RMDN3,ACLY,MDH2,TKT,DHCR7,YWHAG,SUCLG1,NDUFAB1,DLD,HIBCH,MRPL15,NDUFB7,GRPEL1,IMMT,MCCC1,CPT2,DLAT,SDHB,RTN3,GHITM,CAT,HADH,GBE1,FAH,UQCR10,NKIRAS1,PFKFB3,ATP1B3,PDCD4,GPAT4,UQCR11,SORBS1,CHUK"
