Term,es,nes,pval,fdr,geneset_size,matched_size,genes
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.33374102139613115,1.2294854317140578,0.1323529411764706,0.4143438772314438,200,143,"HLA-B,IL2RB,IFIT2,IFITM3,AUTS2,PIM1,GBP4,IFNAR2,IFITM2,USP18,CDKN1A,TNFSF10,HLA-A,CFH,DHX58,CD274,NLRC5,TXNIP,TNFAIP2,ISG15,NFKBIA,UBE2L6,IFIH1,MVP,SOD2,IFI35,PSME1,GBP6,PSME2,DDX60,TAP1,IFIT1,EIF2AK2,OAS3,FAS,B2M,LATS2,PARP12,RNF213,TNFAIP3,TRIM21,STAT2,PSMB8,PSMB9,PLSCR1,CASP7,NMI,RIPK2,PARP14,STAT3,PSMB10,CCL2,CD74,C1R,STAT1,NFKB1,SPPL2A,PNP,TOR1B,BPGM,LGALS3BP,LYSMD2,IRF9,RAPGEF6,ZNFX1,TRIM14,TDRD7,PTPN1,IFIT3,PTPN6,TRIM25,EIF4E3,SP110,HELZ2,TRIM26,C1S,ISOC1,UPP1,RIGI,SRI,TAPBP,CASP4,CASP1,IRF2,TMT1B,CASP8,SAMD9L,NAMPT,PSMA3,OASL,PNPT1,PDE4B,MYD88,NUP93,SLC25A28,PSMA2,LAP3,NCOA3,RIPK1,PFKP,ADAR,EPSTI1,RBCK1,CASP3,PSMB2,PLA2G4A,ICAM1,BTG1,CD40,JAK2,PTPN2,FPR1,IRF8,CMTR1,VAMP5,GCH1,SERPING1,TRAFD1,PELI1,ARID5B,BST2,MTHFD2,RNF31,OGFR,WARS1,IDO1,HIF1A,IRF5,BANK1,NOD1,ISG20,HERC6,OAS2,PML,IRF1,MT2A,VCAM1,SAMHD1,IFI44,IFI30,PTGS2,VAMP8,MX2"
HALLMARK_IL2_STAT5_SIGNALING,0.34047075822237727,1.205946087748365,0.13559322033898305,0.43537546074345324,199,133,"IL2RB,IFITM3,PTH1R,SCN9A,PIM1,GBP4,CDKN1C,SPRY4,CCNE1,TNFSF10,ENPP1,CSF1,BHLHE40,IFNGR1,SLC39A8,SLC2A3,TTC39B,ANXA4,LRIG1,SPP1,NFIL3,PLPP1,GUCY1B1,PRKCH,LRRC8C,ETV4,ITGA6,RABGAP1L,DHRS3,CD81,GSTO1,SERPINB6,TGM2,TNFRSF9,CYFIP1,SYNGR2,CTSZ,KLF6,SNX14,TRAF1,PHTF2,PLSCR1,PLIN2,IGF1R,NDRG1,SNX9,AMACR,MYO1C,ADAM19,PHLDA1,COCH,HUWE1,BMPR2,MYO1E,P2RX4,PTRH2,GALM,NT5E,IRF6,PNP,FURIN,PDCD2L,SMPDL3A,CCND2,ITGAE,GPX4,MAPKAPK2,WLS,CCND3,F2RL2,NCS1,SLC1A5,BCL2L1,ODC1,AHNAK,AHCY,CAPG,TWSG1,PRAF2,DCPS,EEF1AKMT1,LCLAT1,FAH,NRP1,CD79B,ITGAV,ENO3,CKAP4,PLEC,RHOB,ECM1,HK2,CDCP1,HIPK2,MYC,CA2,ITIH5,DENND5A,IGF2R,RNH1,NCOA3,TIAM1,UMPS,CASP3,SWAP70,SPRED2,CD44,CDC42SE2,IL3RA,PUS1,PRNP,ALCAM,POU2F1,MAFF,PENK,IRF8,HYCC2,ST3GAL4,GLIPR2,COL6A1,ABCB1,AHR,SLC29A2,NOP2,SH3BGRL2,UCK2,P4HA1,CDC6,SERPINC1,SYT11,SOCS2,BCL2,TNFRSF21"
HALLMARK_APOPTOSIS,0.3253775826942978,1.2034104551205655,0.16417910447761194,0.4099145452105051,161,129,"DCN,CD14,IFITM3,BNIP3L,RARA,DPYD,GNA15,TGFBR3,MGMT,IGFBP6,CDKN1A,TNFSF10,BCL2L2,PLAT,EBP,IFNGR1,TXNIP,F2,CAV1,FDXR,F2R,GSTM1,GPX1,TIMP3,ANKH,CFLAR,SOD2,PPP3R1,TAP1,PMAIP1,TIMP1,FAS,BTG2,TSPO,PAK1,PPP2R5B,CASP9,TNFRSF12A,WEE1,CASP7,VDAC2,CTNNB1,BAX,GSR,PEA15,CYLD,RELA,PTK2,RNASEL,CDK2,BID,CCND2,GPX4,APP,CDKN1B,ANXA1,BTG3,CCND1,DNM1L,ADD1,HSPB1,BCL2L1,ETF1,DFFA,SC5D,ROCK1,SPTAN1,TOP2A,CASP4,MCL1,CASP1,DAP,PPT1,CASP2,HMOX1,CASP8,DNAJC3,RHOB,DAP3,XIAP,SQSTM1,KRT18,DIABLO,BCL2L11,PLCB2,MMP2,ENO2,IGF2R,LGALS3,BCAP31,LMNA,SOD1,PSEN2,SLC20A1,ATF3,CASP3,PSEN1,TIMP2,ERBB2,CD44,CASP6,JUN,BCL10,RETSAT,CTH,SATB1,PDGFRB,CREBBP,GCH1,RHOT2,GSN,CDC25B,MADD,ISG20,BRCA1,HMGB2,DNAJA1,TGFB2,CLU,IRF1,H1-0,PDCD4,IL18,IL1B,LUM,LEF1,EREG,BGN,NEDD9"
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.35384678268128655,1.1785984771201972,0.2777777777777778,0.4517381772627622,74,62,"FBXO6,PLAUR,GSTM2,JAG1,ACSS2,ETHE1,EBP,NFIL3,SQLE,NSDHL,STX5,ANTXR2,MVK,TMEM97,MVD,TNFRSF12A,PLSCR1,CTNNB1,GPX8,ERRFI1,HMGCS1,ACAT2,LGMN,PCYT2,SEMA3B,SC5D,ATXN2,STARD4,FDPS,ECH1,ANXA5,CPEB2,CYP51A1,ALDOC,FDFT1,TM7SF2,ABCA2,PDK3,GNAI1,NIBAN1,SCD,PNRC1,LGALS3,GUSB,IDI1,LDLR,ATF3,HMGCR,FASN,CHKA,CD9,ALCAM,HSD17B7,LSS,FADS2,SREBF2,DHCR7,S100A11,GLDC,PMVK,CLU,FABP5"
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.31195890124501424,1.166841920066459,0.2028985507246377,0.44746320075164425,200,135,"KLF2,IFIT2,DUSP1,B4GALT5,PLAUR,KYNU,JAG1,F3,CDKN1A,CSF1,AREG,ABCA1,BHLHE40,TLR2,KLF4,LAMB3,TNFAIP2,SLC2A3,BIRC2,CEBPD,IL7R,NFKBIA,PLPP3,IFIH1,SERPINB2,KDM6B,CFLAR,SOD2,SERPINB8,CCN1,NFIL3,TAP1,SERPINE1,IRS2,BTG2,ID2,TNFAIP3,DNAJB4,TNFRSF9,ETS2,KLF6,IL6ST,TRAF1,PLEK,HBEGF,RELB,B4GALT1,RIPK2,CCL2,PHLDA1,EHD1,NFKB1,ZC3H12A,RELA,PTX3,MAP2K3,NR4A2,PANX1,NINJ1,IER5,BTG3,CCND1,NFKB2,BCL6,CEBPB,RIGI,LITAF,SDC4,PHLDA2,MCL1,TANK,PMEPA1,TRIP10,FUT4,SLC2A6,NAMPT,RHOB,PDE4B,SQSTM1,MYC,MARCKS,PER1,PNRC1,DENND5A,TUBB2A,RCAN1,SMAD3,NFAT5,CCNL1,LDLR,TNIP1,FOSL1,ATF3,SPHK1,EIF1,YRDC,SGK1,CD44,INHBA,JUN,ICAM1,IL12B,BTG1,PFKFB3,ATP2B1,TNIP2,REL,TNC,MAFF,PDLIM5,NFKBIE,GCH1,ZBTB10,TNFAIP8,FOSL2,TGIF1,KLF10,TSC22D1,ZFP36,GFPT2,NFE2L2,EGR1,PTPRE,IRF1,JUNB,HES1,PLK2,ICOSLG,PLAU,IL18,IL1B,BCL3,PTGS2,SLC16A6,F2RL1"
HALLMARK_KRAS_SIGNALING_DN,0.33311332043879127,1.1641165920537413,0.25,0.4271107754094435,200,74,"BMPR1B,PDE6B,MYH7,TEX15,P2RX6,CLDN8,CNTFR,EPHA5,FGGY,SLC29A3,SLC25A23,ITIH3,AKR1B10,SERPINB2,IRS4,BTG2,FGFR3,KRT4,CD207,ENTPD7,SNCB,PTPRJ,ASB7,BRDT,PDK2,MACROH2A2,NR4A2,COL2A1,C5,MYO15A,DTNB,SPHK2,MAST3,CLSTN3,IDUA,CYP39A1,VPS50,GPRC5C,MSH5,CAPN9,CDKAL1,SLC16A7,SKIL,SPTBN2,SGK1,BARD1,COPZ2,IL12B,MTHFR,CAMK1D,GP1BA,NUDT11,ARPP21,MFSD6,GAMT,GTF3C5,COQ8A,KMT2D,PKP1,CELSR2,TENM2,SYNPO,YBX2,TGFB2,IGFBP2,ZNF112,EFHD1,KRT5,PAX3,KRT1,RYR1,ACTC1,CPEB3,CCDC106"
HALLMARK_MYOGENESIS,0.31969770730981945,1.1580986362252514,0.19672131147540983,0.4184152834325086,200,132,"SGCD,PYGM,IGFBP3,MYH7,HSPB2,PPFIA4,CSRP3,SOD3,DES,NQO1,ACTN2,ADAM12,CDKN1A,CTF1,MAPRE3,BHLHE40,HSPB8,LPIN1,MYOM1,ANKRD2,FHL1,NCAM1,KIFC3,RIT1,SLC6A8,CRYAB,SPEG,CRAT,CACNA1H,FGF2,CAMK2B,SORBS1,AGL,NAV2,SVIL,GAA,PFKM,PLXNB2,MYH11,MAPK12,SYNGR2,IGFBP7,MYH3,HBEGF,TGFB1,MRAS,COL6A2,LSP1,ATP6AP1,MYO1C,EPHB3,EIF4A2,ITGB5,STC2,HDAC5,MEF2A,DTNA,PC,APP,MYH2,SIRT2,AKT2,MYLK,MYF6,FDPS,SPTAN1,SH2B1,FLII,COL4A2,ACTA1,SMTN,SORBS3,ENO3,TSC2,MYL3,ITGB1,SPARC,DMD,FOXO4,DENND2B,SCD,MEF2D,RB1,PSEN2,ADCY9,GABARAPL2,SPHK1,PDE4DIP,MYH9,AK1,PRNP,PKIA,CNN3,NOTCH1,IFRD1,ACSL1,REEP1,MYOG,TEAD4,BAG1,PDLIM7,LARGE1,MEF2C,LAMA2,WWTR1,GSN,PTGIS,AGRN,TAGLN,PICK1,MYL6B,CLU,FST,BIN1,COL1A1,TPM2,CDH13,ITGA7,CKB,COL3A1,GNAO1,TNNC1,ABLIM1,KLF5,ITGB4,MYL1,TPM3,RYR1,AEBP1,ACTC1,TPD52L1,COL6A3"
HALLMARK_COMPLEMENT,0.2971385407830269,1.1319196772462308,0.24193548387096775,0.4563271630375657,200,141,"PLG,TFPI2,PIM1,PCLO,DPP4,PLAUR,APOBEC3F,CPQ,KYNU,ACTN2,LIPA,F3,C2,CFH,WAS,PLAT,F2,KCNIP3,SERPINB2,LAMP2,ME1,CSRP1,APOBEC3G,PRCP,PDP1,GPD2,SERPINE1,CALM3,TIMP1,FYN,CTSL,TNFAIP3,CTSV,CASP9,LRP1,RBSN,PSMB9,CASP10,XPNPEP1,CTSD,DGKH,PLEK,PLSCR1,CASP7,CTSO,DOCK10,PIK3CA,ZFPM2,ADAM9,SRC,RASGRP1,C1R,C3,FDX1,EHD1,DOCK9,LGMN,AKAP10,PPP4C,MMP15,RABIF,CD46,CTSB,PPP2CB,PREP,USP14,GNAI2,MMP8,MSRB1,USP15,RHOG,CEBPB,VCPIP1,C1S,SIRT6,CBLB,PFN1,RAF1,CASP4,LTA4H,ATOX1,COL4A2,GNB4,CASP1,IRF2,ANXA5,RCE1,CD59,CD55,CTSH,CA2,SH2B3,LGALS3,F5,STX4,HSPA5,GNB2,HPCAL4,BRPF3,LAP3,USP8,CASP3,PSEN1,USP16,MMP14,TIMP2,GNAI3,PLA2G4A,S100A13,RNF4,KIF2A,GNG2,CTSC,DOCK4,GMFB,LYN,GRB2,JAK2,MAFF,GP1BA,SERPING1,ZEB1,PRKCD,ERAP2,F7,GCA,DYRK2,LTF,ITGAM,SERPINC1,CLU,IRF1,CPM,CDH13,PIK3CG,SERPINA1,APOC1,F8,FN1,CDA,CTSS"
HALLMARK_NOTCH_SIGNALING,0.41688010078296805,1.1121183687947862,0.2631578947368421,0.4814281240212966,32,27,"ST3GAL6,FZD5,JAG1,MAML2,PSENEN,FBXW11,DTX2,PPARD,PRKCA,CCND1,ARRB1,TCF7L2,NOTCH2,CUL1,RBX1,APH1A,WNT5A,DLL1,PSEN2,FZD7,FZD1,NOTCH1,NOTCH3,SKP1,KAT2A,SAP30,HES1"
HALLMARK_ANDROGEN_RESPONSE,0.311752752,1.0754190775419512,0.27692307692307694,0.5551429466243121,101,87,"BMPR1B,GUCY1A1,ALDH1A3,HSD17B14,ABHD2,TMEM50A,ELL2,DNAJB9,MERTK,SLC26A2,ANKH,STK39,RAB4A,APPBP2,PLPP1,B2M,IQGAP2,PTPN21,MAP7,CENPN,SPCS3,NCOA4,UAP1,MAF,CDC14B,B4GALT1,ADAMTS1,HERC3,NDRG1,GSR,AKT1,HMGCS1,PGM3,LMAN1,GPD1L,SMS,ACTN1,CCND3,CCND1,SEC24D,INPP4B,ITGAV,HOMER2,PMEPA1,UBE2J1,FADS1,ABCC4,LIFR,ELOVL5,CDK6,PIAS1,SLC38A2,RPS6KA3,ZMIZ1,SCD,SORD,KRT8,IDI1,MAK,CAMKK2,SRF,HMGCR,DHCR24,GNAI3,SGK1,ADRM1,ACSL3,NGLY1,PDLIM5,UBE2I,SRP19,VAPA,PA2G4,ZBTB10,DBI,TNFAIP8,XRCC5,ARID5B,TSC22D1,RRP12,XRCC6,ELK4,AKAP12,H1-0,FKBP5,TPD52,KRT19"
